date,suburb,medianSoldPrice,numberSold,highestSoldPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,ymd,ymd_dt,qtr,date
2020-04-01,Hornsby,1275000,23,1925000,66,2700000.0,710000.0,12.0,7.0,550.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Hornsby,1200000,37,3350000,59,2795000.0,670000.0,12.0,5.0,550.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Hornsby,1348000,44,3750000,59,2300000.0,700000.0,21.0,14.0,560.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Hornsby,1472000,41,3976000,43,2000000.0,880000.0,19.0,14.0,540.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Hornsby,1550000,58,2530000,65,2200000.0,890000.0,40.0,34.0,575.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Maryland,349000,24,475000,63,670000.0,269000.0,1.0,,370.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Maryland,360000,40,500000,64,619000.0,130000.0,,,378.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Maryland,385000,22,560000,45,620000.0,125000.0,1.0,1.0,380.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Maryland,381000,24,1300000,46,619000.0,125000.0,,,375.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Maryland,368000,30,585000,50,619000.0,250000.0,,,400.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Maryland,368000,22,470000,43,619000.0,250000.0,,,400.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Maryland,380000,24,565000,51,599000.0,290000.0,,,393.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Maryland,359000,34,496000,53,599000.0,309000.0,,,385.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Maryland,376000,34,600000,47,825000.0,298000.0,,,380.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Maryland,393000,37,700000,54,599000.0,290000.0,,,395.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Maryland,414000,32,570000,53,599000.0,320000.0,,,381.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Maryland,390000,41,573000,57,850000.0,300000.0,,,390.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Maryland,395000,41,560000,61,850000.0,280000.0,,,385.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Maryland,413000,43,650000,66,850000.0,280000.0,1.0,,393.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Maryland,403000,46,600000,79,690000.0,320000.0,1.0,1.0,400.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Maryland,414000,47,670000,71,690000.0,300000.0,,,400.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Maryland,428000,34,615000,62,690000.0,300000.0,1.0,1.0,395.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Maryland,428000,31,557000,59,690000.0,320000.0,,,400.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Maryland,402000,22,1190000,38,670000.0,340000.0,,,400.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Maryland,460000,25,650000,51,660000.0,367000.0,2.0,1.0,395.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Maryland,430000,39,765000,59,1200000.0,330000.0,1.0,,400.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Maryland,475000,36,765000,53,1200000.0,330000.0,1.0,,400.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Maryland,478000,30,647000,42,1200000.0,330000.0,1.0,1.0,400.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Maryland,507000,20,675000,45,1200000.0,350000.0,,,410.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Maryland,488000,42,669000,71,1200000.0,350000.0,1.0,,423.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Maryland,503000,42,710000,59,1200000.0,350000.0,,,420.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Maryland,500000,23,720000,48,1200000.0,46000.0,,,420.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Maryland,490000,36,716000,56,1200000.0,46000.0,,,420.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Maryland,516000,34,900000,52,950000.0,46000.0,,,425.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Maryland,510000,23,1650000,44,850000.0,46000.0,,,430.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Maryland,540000,19,740000,51,825000.0,46000.0,1.0,1.0,450.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Maryland,495000,25,630000,51,825000.0,46000.0,,,440.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Maryland,480000,44,680000,75,825000.0,46000.0,2.0,1.0,435.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Maryland,488000,33,815000,64,820000.0,46000.0,1.0,,450.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Maryland,503000,26,665000,60,825000.0,46000.0,1.0,1.0,430.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Maryland,530000,17,735000,53,825000.0,46000.0,,,450.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Maryland,511000,42,750000,48,785000.0,63000.0,1.0,1.0,470.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Maryland,546000,29,867000,34,800000.0,400000.0,1.0,,440.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Maryland,638000,30,850000,32,798000.0,430000.0,,,488.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Maryland,614000,24,915000,37,950000.0,390000.0,2.0,2.0,475.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Marrickville,770000,65,1265000,112,1900000.0,430000.0,55.0,33.0,580.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Marrickville,734000,60,1550000,97,1700000.0,499000.0,51.0,31.0,573.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Marrickville,755000,59,1300000,89,1500000.0,345000.0,38.0,22.0,600.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Marrickville,759000,58,1345000,82,1890000.0,430000.0,43.0,25.0,650.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Marrickville,776000,58,1670000,84,1890000.0,450000.0,32.0,14.0,600.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Marrickville,795000,71,1775000,103,1890000.0,599000.0,53.0,36.0,620.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Marrickville,770000,43,1595000,57,1650000.0,580000.0,25.0,22.0,630.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Marrickville,833000,46,1590000,57,10460000.0,550000.0,36.0,30.0,650.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Marrickville,875000,56,1420000,72,11500000.0,439000.0,41.0,31.0,630.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Marrickville,874000,84,1650000,86,1800000.0,468000.0,58.0,47.0,645.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Marrickville,910000,39,1950000,48,1800000.0,580000.0,31.0,22.0,700.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Marrickville,953000,48,1460000,64,2000000.0,650000.0,42.0,31.0,680.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Marrickville,1000000,48,2650000,50,1425000.0,750000.0,37.0,32.0,670.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Marrickville,1018000,51,1780000,57,1600000.0,750000.0,49.0,35.0,695.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Marrickville,1190000,39,2400000,42,1300000.0,530000.0,27.0,26.0,700.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Marrickville,1266000,29,2850000,34,1746000.0,850000.0,28.0,23.0,735.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Marrickville,1250000,55,2740000,68,2500000.0,550000.0,58.0,41.0,725.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Marrickville,1249000,56,2300000,79,2500000.0,800000.0,66.0,35.0,720.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Marrickville,1195000,39,2450000,46,2500000.0,750000.0,28.0,23.0,750.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Marrickville,1270000,59,2450000,66,2100000.0,500000.0,54.0,39.0,710.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Marrickville,1295000,41,2640000,59,2685000.0,510000.0,25.0,22.0,720.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Marrickville,1400000,52,2430000,49,2400000.0,850000.0,40.0,34.0,730.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Marrickville,1533000,40,2500000,41,3395000.0,875000.0,33.0,30.0,785.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Marrickville,1530000,59,3675000,62,3500000.0,918000.0,52.0,40.0,765.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Marrickville,1390000,54,3938000,61,3375000.0,1050000.0,43.0,31.0,750.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Marrickville,1518000,59,2630000,68,3375000.0,750000.0,54.0,31.0,750.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Marrickville,1313000,26,2367000,37,3375000.0,830000.0,18.0,14.0,750.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Marrickville,1325000,43,3000000,55,3375000.0,800000.0,47.0,25.0,780.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Marrickville,1305000,44,1985000,59,3375000.0,800000.0,40.0,26.0,750.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Marrickville,1380000,47,2220000,70,3375000.0,700000.0,49.0,29.0,700.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Marrickville,1188000,34,1920000,54,3375000.0,100000.0,33.0,23.0,750.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Marrickville,1210000,51,2550000,62,3375000.0,910000.0,47.0,28.0,750.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Marrickville,1450000,48,2550000,61,3375000.0,910000.0,34.0,29.0,750.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Marrickville,1503000,53,2907000,70,3375000.0,910000.0,43.0,39.0,750.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Marrickville,1483000,45,2600000,63,3375000.0,910000.0,34.0,24.0,750.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Marrickville,1450000,55,2700000,81,3375000.0,850000.0,34.0,19.0,750.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Marrickville,1395000,36,2531000,48,2400000.0,1000000.0,32.0,23.0,725.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Marrickville,1485000,65,4250000,65,2750000.0,895000.0,54.0,40.0,730.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Marrickville,1703000,38,2680000,41,4200000.0,1200000.0,30.0,27.0,700.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Marrickville,1703000,54,3410000,60,2600000.0,800000.0,48.0,40.0,715.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Marsfield,640000,60,1375000,85,1880000.0,459000.0,16.0,7.0,488.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Marsfield,542000,50,1701000,89,1500000.0,449000.0,28.0,16.0,460.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Marsfield,568000,45,1089000,88,1025000.0,419000.0,14.0,9.0,475.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Marsfield,593000,36,980000,55,1350000.0,438000.0,12.0,4.0,470.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Marsfield,625000,47,1350000,64,1280000.0,470000.0,19.0,12.0,490.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Marsfield,690000,43,1280000,68,1280000.0,435000.0,22.0,14.0,480.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Marsfield,562000,38,1448000,52,1450000.0,435000.0,6.0,6.0,500.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Marsfield,603000,41,1395000,59,1195000.0,450000.0,15.0,11.0,490.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Marsfield,799000,46,10466000,57,2200000.0,445000.0,19.0,17.0,500.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Marsfield,771000,51,1785000,60,1990000.0,499000.0,26.0,14.0,500.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Marsfield,674000,38,1851000,45,1640000.0,424000.0,13.0,8.0,500.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Marsfield,820000,51,1652000,62,1700000.0,540000.0,33.0,24.0,500.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Marsfield,760000,38,1920000,48,1850000.0,570000.0,16.0,14.0,515.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Marsfield,796000,41,1925000,56,2095000.0,420000.0,29.0,22.0,530.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Marsfield,850000,37,2480000,46,2300000.0,579000.0,23.0,22.0,540.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Marsfield,990000,39,2402000,39,2200000.0,595000.0,26.0,25.0,535.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Marsfield,855000,29,1940000,36,1900000.0,630000.0,21.0,19.0,545.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Marsfield,1175000,39,2320000,55,2200000.0,530000.0,34.0,25.0,530.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Marsfield,774000,20,1730000,40,3000000.0,630000.0,12.0,10.0,530.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Marsfield,815000,36,2021000,54,1700000.0,168000.0,27.0,15.0,540.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Marsfield,940000,42,1850000,46,1650000.0,675000.0,33.0,28.0,550.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Marsfield,994000,35,2350000,35,1650000.0,600000.0,27.0,25.0,530.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Marsfield,1200000,31,2750000,38,1600000.0,600000.0,22.0,17.0,550.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Marsfield,950000,47,2300000,50,1820000.0,620000.0,30.0,27.0,570.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Marsfield,910000,33,1900000,48,2500000.0,530000.0,26.0,23.0,593.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Marsfield,983000,39,2720000,55,2300000.0,700000.0,44.0,27.0,560.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Marsfield,930000,21,2300000,41,1890000.0,700000.0,17.0,9.0,550.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Marsfield,922000,34,2250000,50,1700000.0,650000.0,28.0,18.0,535.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Marsfield,818000,30,1922000,54,1700000.0,650000.0,32.0,17.0,550.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Marsfield,822000,43,1650000,58,1900000.0,610000.0,34.0,20.0,510.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Marsfield,829000,24,1650000,43,1900000.0,650000.0,15.0,9.0,530.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Marsfield,793000,33,1775000,39,2700000.0,670000.0,20.0,12.0,540.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Marsfield,1201000,31,17350000,40,2200000.0,670000.0,18.0,15.0,520.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Marsfield,1263000,42,2610000,55,1850000.0,670000.0,35.0,30.0,505.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Marsfield,929000,23,2225000,43,2100000.0,670000.0,20.0,16.0,545.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Marsfield,860000,27,2125000,62,2250000.0,600000.0,26.0,11.0,515.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Marsfield,883000,45,2150000,62,2250000.0,600000.0,34.0,24.0,500.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Marsfield,951000,45,3000000,55,3000000.0,640000.0,35.0,28.0,480.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Marsfield,903000,38,2500000,40,2250000.0,700000.0,20.0,14.0,500.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Marsfield,1845000,51,2780000,62,2500000.0,690000.0,48.0,37.0,490.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Mortdale,664000,34,1560000,51,1550000.0,365000.0,6.0,4.0,455.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Mortdale,618000,32,896000,49,1100000.0,300000.0,8.0,2.0,498.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Mortdale,703000,18,850000,35,950000.0,300000.0,6.0,4.0,495.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Mortdale,680000,25,1005000,53,2000000.0,400000.0,8.0,5.0,505.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Mortdale,669000,32,1113000,45,1250000.0,450000.0,11.0,8.0,450.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Mortdale,640000,31,1185000,43,5050000.0,450000.0,10.0,5.0,480.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Mortdale,699000,26,1073000,31,2000000.0,400000.0,6.0,3.0,470.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Mortdale,700000,25,950000,29,1098000.0,399000.0,4.0,3.0,470.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Mortdale,791000,31,1506000,38,1200000.0,59000.0,16.0,11.0,480.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Mortdale,790000,38,1360000,44,1496000.0,400000.0,23.0,18.0,550.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Mortdale,858000,28,1131000,47,1097000.0,430000.0,15.0,12.0,500.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Mortdale,900000,29,1380000,41,1350000.0,620000.0,16.0,13.0,520.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Mortdale,850000,33,1336000,44,1350000.0,590000.0,22.0,18.0,540.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Mortdale,872000,42,1671000,45,1435000.0,66000.0,28.0,22.0,550.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Mortdale,1000000,15,1435000,18,1298000.0,630000.0,9.0,9.0,550.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Mortdale,1001000,20,1620000,21,1325000.0,600000.0,14.0,13.0,600.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Mortdale,1143000,28,1960000,31,1360000.0,675000.0,24.0,22.0,550.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Mortdale,905000,25,2130000,36,1650000.0,645000.0,19.0,13.0,585.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Mortdale,1028000,19,1580000,26,1625000.0,685000.0,8.0,8.0,570.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Mortdale,961000,32,2100000,35,1625000.0,765000.0,30.0,20.0,550.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Mortdale,1011000,25,1951000,29,1850000.0,600000.0,19.0,15.0,600.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Mortdale,1273000,18,1680000,16,1540000.0,949000.0,12.0,8.0,600.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Mortdale,1000000,19,1540000,24,1450000.0,800000.0,15.0,11.0,580.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Mortdale,1268000,24,1760000,28,1500000.0,589000.0,17.0,14.0,610.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Mortdale,1168000,25,2100000,30,3741000.0,589000.0,19.0,12.0,615.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Mortdale,1250000,22,2880000,35,3741000.0,699000.0,19.0,7.0,580.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Mortdale,1206000,17,1667000,27,1600000.0,660000.0,12.0,8.0,580.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
2018-04-01,Mortdale,1046000,14,1630000,35,1675000.0,578000.0,11.0,5.0,600.0,2018-6-1,2018-06-01,2018Q2,2018-04-01
2018-07-01,Mortdale,1150000,23,1480000,36,1890000.0,579000.0,8.0,7.0,555.0,2018-9-1,2018-09-01,2018Q3,2018-07-01
2018-10-01,Mortdale,1238000,15,1726000,34,1680000.0,510000.0,5.0,4.0,550.0,2018-12-1,2018-12-01,2018Q4,2018-10-01
2019-01-01,Mortdale,923000,22,1470000,45,2200000.0,510000.0,14.0,8.0,565.0,2019-3-1,2019-03-01,2019Q1,2019-01-01
2019-04-01,Mortdale,885000,18,1310000,35,2200000.0,414000.0,7.0,2.0,580.0,2019-6-1,2019-06-01,2019Q2,2019-04-01
2019-07-01,Mortdale,1068000,22,2240000,37,2200000.0,414000.0,6.0,5.0,550.0,2019-9-1,2019-09-01,2019Q3,2019-07-01
2019-10-01,Mortdale,1156000,24,1616000,44,2200000.0,115000.0,16.0,13.0,550.0,2019-12-1,2019-12-01,2019Q4,2019-10-01
2020-01-01,Mortdale,1175000,17,2025000,38,2200000.0,414000.0,13.0,11.0,550.0,2020-3-1,2020-03-01,2020Q1,2020-01-01
2020-04-01,Mortdale,1143000,19,1800000,46,2200000.0,414000.0,13.0,10.0,555.0,2020-6-1,2020-06-01,2020Q2,2020-04-01
2020-07-01,Mortdale,1115000,18,1800000,25,1880000.0,619000.0,11.0,7.0,590.0,2020-9-1,2020-09-01,2020Q3,2020-07-01
2020-10-01,Mortdale,1200000,33,3470000,32,1580000.0,580000.0,19.0,15.0,560.0,2020-12-1,2020-12-01,2020Q4,2020-10-01
2021-01-01,Mortdale,1250000,20,1705000,17,1600000.0,609000.0,11.0,10.0,550.0,2021-3-1,2021-03-01,2021Q1,2021-01-01
2021-04-01,Mortdale,1250000,14,2340000,19,20000000.0,700000.0,13.0,13.0,555.0,2021-6-1,2021-06-01,2021Q2,2021-04-01
2011-07-01,Plumpton,349000,35,636000,72,1050000.0,250000.0,5.0,2.0,380.0,2011-9-1,2011-09-01,2011Q3,2011-07-01
2011-10-01,Plumpton,340000,44,492000,68,505000.0,250000.0,2.0,2.0,380.0,2011-12-1,2011-12-01,2011Q4,2011-10-01
2012-01-01,Plumpton,371000,19,550000,59,540000.0,250000.0,,,380.0,2012-3-1,2012-03-01,2012Q1,2012-01-01
2012-04-01,Plumpton,375000,18,480000,48,505000.0,250000.0,2.0,1.0,370.0,2012-6-1,2012-06-01,2012Q2,2012-04-01
2012-07-01,Plumpton,367000,28,481000,51,750000.0,200000.0,2.0,1.0,410.0,2012-9-1,2012-09-01,2012Q3,2012-07-01
2012-10-01,Plumpton,380000,23,600000,52,680000.0,200000.0,,,418.0,2012-12-1,2012-12-01,2012Q4,2012-10-01
2013-01-01,Plumpton,370000,15,512000,54,1000000.0,250000.0,3.0,2.0,380.0,2013-3-1,2013-03-01,2013Q1,2013-01-01
2013-04-01,Plumpton,420000,31,580000,50,650000.0,250000.0,,,390.0,2013-6-1,2013-06-01,2013Q2,2013-04-01
2013-07-01,Plumpton,408000,40,633000,48,1000000.0,283000.0,,,390.0,2013-9-1,2013-09-01,2013Q3,2013-07-01
2013-10-01,Plumpton,450000,39,550000,76,1000000.0,220000.0,2.0,2.0,420.0,2013-12-1,2013-12-01,2013Q4,2013-10-01
2014-01-01,Plumpton,475000,62,730000,92,3491000.0,195000.0,3.0,2.0,405.0,2014-3-1,2014-03-01,2014Q1,2014-01-01
2014-04-01,Plumpton,465000,70,710000,103,3491000.0,175000.0,6.0,5.0,425.0,2014-6-1,2014-06-01,2014Q2,2014-04-01
2014-07-01,Plumpton,463000,50,1020000,82,3491000.0,175000.0,1.0,1.0,420.0,2014-9-1,2014-09-01,2014Q3,2014-07-01
2014-10-01,Plumpton,507000,32,715000,55,685000.0,290000.0,,,420.0,2014-12-1,2014-12-01,2014Q4,2014-10-01
2015-01-01,Plumpton,555000,24,820000,44,848000.0,240000.0,,,420.0,2015-3-1,2015-03-01,2015Q1,2015-01-01
2015-04-01,Plumpton,600000,39,900000,61,848000.0,240000.0,,,420.0,2015-6-1,2015-06-01,2015Q2,2015-04-01
2015-07-01,Plumpton,644000,44,825000,70,900000.0,175000.0,,,445.0,2015-9-1,2015-09-01,2015Q3,2015-07-01
2015-10-01,Plumpton,590000,29,950000,56,950000.0,369000.0,3.0,,435.0,2015-12-1,2015-12-01,2015Q4,2015-10-01
2016-01-01,Plumpton,590000,24,750000,39,800000.0,369000.0,,,430.0,2016-3-1,2016-03-01,2016Q1,2016-01-01
2016-04-01,Plumpton,595000,19,695000,40,800000.0,390000.0,2.0,,440.0,2016-6-1,2016-06-01,2016Q2,2016-04-01
2016-07-01,Plumpton,605000,28,850000,42,800000.0,449000.0,1.0,1.0,440.0,2016-9-1,2016-09-01,2016Q3,2016-07-01
2016-10-01,Plumpton,660000,27,890000,44,880000.0,460000.0,,,450.0,2016-12-1,2016-12-01,2016Q4,2016-10-01
2017-01-01,Plumpton,650000,27,990000,45,850000.0,450000.0,2.0,1.0,450.0,2017-3-1,2017-03-01,2017Q1,2017-01-01
2017-04-01,Plumpton,664000,23,1200000,46,850000.0,450000.0,3.0,,450.0,2017-6-1,2017-06-01,2017Q2,2017-04-01
2017-07-01,Plumpton,668000,36,1316000,70,1000000.0,379000.0,3.0,2.0,453.0,2017-9-1,2017-09-01,2017Q3,2017-07-01
2017-10-01,Plumpton,670000,27,885000,67,950000.0,445000.0,,,500.0,2017-12-1,2017-12-01,2017Q4,2017-10-01
2018-01-01,Plumpton,660000,34,1038000,74,950000.0,470000.0,1.0,,490.0,2018-3-1,2018-03-01,2018Q1,2018-01-01
